"resource_name","resource_type","access_class","current_environment_evidence","access_method","license_status","source_url","notes"
"McPAS-TCR","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_d1c7d4c4273d38f002903e8199b4085c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"MetaboLights and Metabolomics Workbench","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_b12e61063fd8475896b26186626f2426?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"MGI","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9406c66f225cadbbb3cf0c85b95a7e5a?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"MIMIC-IV","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_ea1afce75ae2b4fc030bbe787188145e?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"MIMIC-IV demo","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_ea1afce75ae2b4fc030bbe787188145e?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"MoleculeNet Lipophilicity_AstraZeneca","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9fd3e0632ea54e148757bb2469292ab8?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"MR-Base","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6313334ee7324c7099fa65c5f5ee9590?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"MSigDB","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_eb2ad58c6e5a40fa9328874443eef99d?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"MSigDB Hallmark","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_ba99051fddd1d71feb9c6b74443592be?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"MyGene.info","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_70fa3fe61a8d4640c4a520641092cfcd?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"NCBI GenBank and RefSeq","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_62f7fe9a2d3e475983cadecafd0547e3?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"NCBI Gene Expression Omnibus","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_024b2165ef874c1aa509a07168b27d98?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"NCBI GEO","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_b12e61063fd8475896b26186626f2426?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"NCBI Primer-BLAST","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_62f7fe9a2d3e475983cadecafd0547e3?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"NCBI SRA","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_b12e61063fd8475896b26186626f2426?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"OmicsDI","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_b12e61063fd8475896b26186626f2426?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Open Targets","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_967e65dbbeb85ee774732a6211f1000c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Open Targets GWAS and ClinVar","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_d7c1ec9d98a54a4eb7ae69a23c8314fe?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Open Targets Platform","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_37c83b1a2ba2ef32921254e95c376919?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"OpenFDA drug API","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_fb055d3413196f5e948f5159c1207321?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"OpenGWAS","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6655c68c5e9249eba44e6519b7c0b11e?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"PGS Catalog","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_7ef1858e91dd4b7fbe5daddf31e5002a?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"PredictDB","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6313334ee7324c7099fa65c5f5ee9590?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"PRIDE and ProteomeXchange","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_b12e61063fd8475896b26186626f2426?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"PrimeKG","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_66117a119805611838ba0a0cdde6edb2?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"PubChem","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1de0c57c38270f6702c80157011ab521?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"RCSB PDB","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1a2d4c938cf0cd29657bf065517bca3a?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"RCSB Protein Data Bank","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_af98a09aa8536dce4a7157f8f270a880?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Reactome","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_ba99051fddd1d71feb9c6b74443592be?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Rhea","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_fd517e4fafbb82ec7030a849e0ea0c23?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"SCENIC resources","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_35e45ff33cb141a981a3fc5711c4760f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"SILVA","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_fd517e4fafbb82ec7030a849e0ea0c23?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"STRING","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_aaafb560ba89480dbb01b2979f49630d?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"TCGA open-access tier","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_861901b9194211e7a334b4f005209808?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"TWAS Atlas and eQTL resources","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_d7c1ec9d98a54a4eb7ae69a23c8314fe?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"TWAS Hub","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6313334ee7324c7099fa65c5f5ee9590?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"TxGNN","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_3a9f742f9ccb071b1720a6c41dfdbb38?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"UCSC","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_7f4da97222334fba9984eab5b78eb392?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"UCSC Genome Browser","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_21c4aae0e24ee315b4095239a58ceb6c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"UniProt","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_af98a09aa8536dce4a7157f8f270a880?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Unpaywall","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9a35bb68f5c948ca828a10aa8ea2d667?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"VDJdb","database","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_d1c7d4c4273d38f002903e8199b4085c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Adaptive multi-omics target score","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_d7c1ec9d98a54a4eb7ae69a23c8314fe?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"ADMET-AI","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_8c4bbb8b8155ca559167852f77ba44d1?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"ADMET-AI pretrained models","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_c30c5d550c6b897400e363e8d1664a3c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"AlphaFold model","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9375050e400a2b52a377933c2f508d68?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"AlphaFold v2","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6e83f49077c908119c713fef84e79b6f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Anticlustering","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_40063c54fad9439a9acd36c76a25983f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"BayesPrism","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9220a3a4f3fd3052b91800e13683d7cf?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"BisqueRNA","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9220a3a4f3fd3052b91800e13683d7cf?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Boltz-2","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6e83f49077c908119c713fef84e79b6f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Boltz-2 or Chai-1","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1de0c57c38270f6702c80157011ab521?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"BoltzGen","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1de0c57c38270f6702c80157011ab521?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"CellRank fate mapping","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9971a7d3e3134ee9acc25ba3d0e1fdae?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Chai-1","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6e83f49077c908119c713fef84e79b6f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Clair3","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_21c4aae0e24ee315b4095239a58ceb6c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Composite multi-trait risk score","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_7ef1858e91dd4b7fbe5daddf31e5002a?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"confidence tier","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_967e65dbbeb85ee774732a6211f1000c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Control-mean baseline","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_ee05eb5df2ca51cf172af24e65f59022?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Cox proportional hazards regression","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_827c499e76084524a2e098d80383a3a4?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"DeepPurpose compound-property model","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_5b530f17e1aaedd0139286faf1950c3c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"DeepPurpose morgan_cnn_bindingdb","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_8c4bbb8b8155ca559167852f77ba44d1?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"DeepVariant","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_21c4aae0e24ee315b4095239a58ceb6c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"DEqMS PSM-count-aware variance model","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_08c0e01956d643148a85f5334cfd7abd?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"DerSimonian-Laird fallback","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_ba99051fddd1d71feb9c6b74443592be?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"DESeq2 count model","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_019caa158c8a4011b19285967639a364?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Direct Emax or Imax model","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1c6f8253c75e4fca5754cfe885207a35?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Dummy baseline","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9fd3e0632ea54e148757bb2469292ab8?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"DWLS","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9220a3a4f3fd3052b91800e13683d7cf?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"ECFP4 maximum-similarity logistic model","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_8c4bbb8b8155ca559167852f77ba44d1?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Effect-compartment model","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_1c6f8253c75e4fca5754cfe885207a35?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Elastic-net logistic regression","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_024b2165ef874c1aa509a07168b27d98?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Enrichment cross-check + canonical ranking","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_9406c66f225cadbbb3cf0c85b95a7e5a?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"ESMCFold2","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6e83f49077c908119c713fef84e79b6f?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Evans-style signal rule with Benjamini–Hochberg FDR","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_fb055d3413196f5e948f5159c1207321?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"GATK HaplotypeCaller","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_21c4aae0e24ee315b4095239a58ceb6c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Gaussian mixture model","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_51a601b71a454a00aa0d378fe8e3205c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"GEARS","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_ee05eb5df2ca51cf172af24e65f59022?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"generic-inverse-variance random-effects pooling","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_c8c810255403eb169f5a580f37c919fb?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"glmGamPoi differential-expression model","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_d3fa7c2c0f2b43ffb679e44ad7a3eafe?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Gradient Boosting regression","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_5b530f17e1aaedd0139286faf1950c3c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"GTEx expression-prediction weights","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_6313334ee7324c7099fa65c5f5ee9590?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Hartung-Knapp CI","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_c8c810255403eb169f5a580f37c919fb?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"HDBSCAN","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_51a601b71a454a00aa0d378fe8e3205c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Hidden Markov model","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_26fd7b7e1ad64ad89d97bb183182d4f0?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
"Hierarchical clustering","model","UNKNOWN","Observed only as a normalized Skill resource reference; no local availability or connector evidence.","Not specified in visible registry; no access test performed.","UNKNOWN — manual review required","https://biomni.phylo.bio/skills/skill_51a601b71a454a00aa0d378fe8e3205c?section=marketplace","Conservative UNKNOWN classification; no API request, software installation, connector use, or download attempted."
