"resource_name","resource_registry_id","required_by_workflows","current_runtime_status","actual_access_method","claude_connector","mcp","local_cli","python_package","r_package","web","public_api","credential_required","notes","resource_type"
"WGCNA","rr_cc8f1347f6a35c40","coexpression-network","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"samtools","rr_ac16ec2b1920a4bb","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"bowtie2","rr_6c446e40c5f6ba1d","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"bwa","rr_b4cf0352a9397991","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"bedtools","rr_d499f928eb08c7eb","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"macs2","rr_96e26752a70f6410","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"trimmomatic","rr_321760cf36753c77","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"mafft","rr_6cc335b21458ca55","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"Homer","rr_db4b28118d576836","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"FastTree","rr_64d4c43651a0eb41","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"muscle","rr_9a731d2285518771","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"plink","rr_cd2e5f1d1f58723a","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"plink2","rr_4473f54a9be13bd4","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"gcta64","rr_c40d7fda16495d42","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"iqtree2","rr_f09f889c9427a9cc","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"ADFR","rr_1ea0cdfd2544d0a8","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"diamond","rr_f41a8632288f83dd","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"fcsparser","rr_e4b29c3db04b9b06","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"plannotate","rr_a9c0a464ae8eb53c","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"vina","rr_37abac3d9f4d4cbf","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"autosite","rr_e9ebc6690c00b544","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"biom-format","rr_318e235f7b1ed469","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","software"
"fetch_supplementary_info_from_doi","rr_b10080638939bc2d","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"query_arxiv","rr_c54dda0259ac4d75","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"query_scholar","rr_1107620dd43ac6e0","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"query_pubmed","rr_4519bffd456fce93","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"search_google","rr_39c982815327a06b","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"extract_url_content","rr_13da83a80621dcae","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"extract_pdf_content","rr_f2e3de57d9e18df6","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_circular_dichroism_spectra","rr_6a87c06b1f59635e","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_rna_secondary_structure_features","rr_05767f354816b48c","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_protease_kinetics","rr_f21ab9d20691e593","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_enzyme_kinetics_assay","rr_2e8766a599359976","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_itc_binding_thermodynamics","rr_90fcb37632976008","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_protein_conservation","rr_f162d68e26948160","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_cell_migration_metrics","rr_0b5b5ae49807de7b","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"perform_crispr_cas9_genome_editing","rr_6d6f97451b03635c","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_calcium_imaging_data","rr_0e87178b0e4b092a","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_in_vitro_drug_release_kinetics","rr_51fd5a49441282da","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_myofiber_morphology","rr_6cc132ad3fe64118","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"decode_behavior_from_neural_trajectories","rr_ccf80c4cf8fbf089","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"simulate_whole_cell_ode_model","rr_40f9f2b7b830c462","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"predict_protein_disorder_regions","rr_2c0fa260711ac95b","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_cell_morphology_and_cytoskeleton","rr_b6b43d9e169bd8b8","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_tissue_deformation_flow","rr_df388f3e363c1ce3","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_ddr_network_in_cancer","rr_7ec4104a1b1efb34","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_cell_senescence_and_apoptosis","rr_29e27374b4b56c40","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"detect_and_annotate_somatic_mutations","rr_51eec730817b00b4","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"detect_and_characterize_structural_variations","rr_76a5cf7cfaab1cdc","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"perform_gene_expression_nmf_analysis","rr_c85019d7e05546e6","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"quantify_cell_cycle_phases_from_microscopy","rr_9c40d323c3a21f13","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"quantify_and_cluster_cell_motility","rr_0e6daea26860be8b","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"perform_facs_cell_sorting","rr_7f021e80d1e71c22","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_flow_cytometry_immunophenotyping","rr_ff70a636048c4531","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"analyze_mitochondrial_morphology_and_potential","rr_90fbc0ebe659c6c5","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"annotate_open_reading_frames","rr_18860097164031c2","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"annotate_plasmid","rr_18d1a0672fb7aa64","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"get_gene_coding_sequence","rr_c769a7ec31fa8a1b","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"get_plasmid_sequence","rr_9c166d64aa3eec30","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"align_sequences","rr_49b803632d77ceeb","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"pcr_simple","rr_2282c14d97a25dfa","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"pcr_complex_multi_primers","rr_adcfeac0b5efed14","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"digest_sequence","rr_8daebce25fbdf80d","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"golden_gate","rr_aa04bbf5848331f6","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"oligo_assembly","rr_c368664c762e10eb","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"gibson_assembly","rr_8686f784c58ef5f7","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"find_restriction_sites","rr_485dd63eebb4e3b0","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"find_restriction_enzymes","rr_967837bc5dae263a","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"design_primers_with_overhangs","rr_50301a14c36f174d","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"find_sequence_mutations","rr_1bac39bade16f8b2","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"get_molecular_cloning_instructions","rr_f7f004189c2994a0","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"calculate_element_distances","rr_9eff8b05208a35d9","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"design_knockout_sgrna","rr_570365e6040fb569","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"design_golden_gate_oligos","rr_52a08199c8e01927","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
"get_oligo_annealing_protocol","rr_0be843da1b3f74f9","","UNKNOWN","NOT_RUNTIME_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","NOT_TESTED","UNKNOWN","UNKNOWN","UNKNOWN","Observed in the public Environment Catalog; no local availability, installation, connector, or download test performed. No connector, API request, CLI, or package execution was performed by this source-layer build.","specialized_tool"
