"source_skill","source_slug","source_normalized_file","parent_claude_skill","secondary_parent_skills","workflow_file","deployment_workflow_file","resources_used","provenance_file","coverage_status","notes"
"large-scale-virtual-screening","large-scale-virtual-screening","02_normalized/large-scale-virtual-screening.yaml","molecular-design-and-structure","","_source_workflows/large-scale-virtual-screening/WORKFLOW.md","molecular-design-and-structure/references/source_workflows/large-scale-virtual-screening/WORKFLOW.md","rr_a2bf1eb6eb45d281;rr_c8075f719b794326;rr_eb0e5b5c415f0a9d;rr_d12d65769eea989c;rr_806458b94ba25e08;rr_6ccbae9c3762cb84;rr_fe1817636475391d;rr_4e25afd1b941072b;rr_5d8529d3ad92c7ab;rr_9212b5e89489b4d2;rr_03dfb2d6ce62ed06;rr_943eb66d93b88ec4","_source_workflows/large-scale-virtual-screening/provenance.md","PASS","Keep docking, redocking, decoys, enrichment metrics, scaffold triage, and prospective-vs-benchmark distinction; do not equate docking score with activity."
"ligand-binding-mode-analysis","ligand-binding-mode-analysis","02_normalized/ligand-binding-mode-analysis.yaml","molecular-design-and-structure","","_source_workflows/ligand-binding-mode-analysis/WORKFLOW.md","molecular-design-and-structure/references/source_workflows/ligand-binding-mode-analysis/WORKFLOW.md","rr_d12d65769eea989c;rr_e5abacbbeacbd0d6;rr_95a6dd57ea90d518;rr_709a33942840dc92;rr_d2ae4d29497fbdfa;rr_db175b6eb439f57e;rr_61c42361d9f211c1;rr_6f7f70ba8fad9b3a;rr_5d8529d3ad92c7ab;rr_0fde0898fc1f5a5a;rr_0a3d723696169967;rr_f5811a5674b112f5;rr_665edbde6fc3cd1c","_source_workflows/ligand-binding-mode-analysis/provenance.md","PASS","Preserve structural contact definitions, geometry/confidence tiers, and source structure provenance; PLIP/RDKit are replaceable adapters."
"literature-deep-review","literature-deep-review","02_normalized/literature-deep-review.yaml","literature-and-evidence-synthesis","","_source_workflows/literature-deep-review/WORKFLOW.md","literature-and-evidence-synthesis/references/source_workflows/literature-deep-review/WORKFLOW.md","rr_7c7b4ca1f41d5f12;rr_b2a50f2b313bcae6;rr_167434c4f9e24365;rr_cd39c17aeccda0bd;rr_2528b91acd54f521;rr_84fc2414e9ad3100;rr_dadd41f0e573a376;rr_814bb48413bb279e","_source_workflows/literature-deep-review/provenance.md","PASS","Keep claim-to-locator, quote/figure grounding, independent checking, and reuse policy as an audit-ready mode distinct from ordinary narrative review."
"literature-preclinical","literature-preclinical","02_normalized/literature-preclinical.yaml","literature-and-evidence-synthesis","","_source_workflows/literature-preclinical/WORKFLOW.md","literature-and-evidence-synthesis/references/source_workflows/literature-preclinical/WORKFLOW.md","rr_e831e0349748e1f2;rr_167434c4f9e24365;rr_1a6f829b476dc57e","_source_workflows/literature-preclinical/provenance.md","PASS","Preserve in-vitro/in-vivo model extraction, concordance, PK/PD/tox gaps, and citation-only-from-retrieved-records."
"literature-review","literature-review","02_normalized/literature-review.yaml","literature-and-evidence-synthesis","","_source_workflows/literature-review/WORKFLOW.md","literature-and-evidence-synthesis/references/source_workflows/literature-review/WORKFLOW.md","rr_e831e0349748e1f2;rr_167434c4f9e24365;rr_1a6f829b476dc57e","_source_workflows/literature-review/provenance.md","PASS","Retain broad narrative review and structured evidence table as a mode; do not weaken its citation and uncertainty requirements."
"mendelian-randomization-twosamplemr","mendelian-randomization-twosamplemr","02_normalized/mendelian-randomization-twosamplemr.yaml","genetic-causal-and-risk-analysis","","_source_workflows/mendelian-randomization-twosamplemr/WORKFLOW.md","genetic-causal-and-risk-analysis/references/source_workflows/mendelian-randomization-twosamplemr/WORKFLOW.md","rr_e9e27a42df5631dc;rr_fa9e43217f2f60b3;rr_0ea9f73e6cbd3f7a;rr_2453d6d3c2d8d203;rr_909888587c53120d;rr_022ef6c3d7d4da0e;rr_f008913f6707ec1e;rr_5382b9347a486138;rr_4a48290330bbf452;rr_127210328dc92408;rr_55b72c2c082156c6;rr_d043794be21d300b;rr_e058f7c868942429;rr_6d459ab14d6a356f;rr_c4644967f7db1fcb","_source_workflows/mendelian-randomization-twosamplemr/provenance.md","PASS","Keep instrumental-variable assumptions, harmonization, sensitivity analyses, and causal interpretation distinct from association-only workflows."
"methods-landscape-review","methods-landscape-review","02_normalized/methods-landscape-review.yaml","literature-and-evidence-synthesis","","_source_workflows/methods-landscape-review/WORKFLOW.md","literature-and-evidence-synthesis/references/source_workflows/methods-landscape-review/WORKFLOW.md","rr_178baeb270b10c13;rr_ae5d2965f1c73447;rr_c625bc4be2dc2ab7;rr_f3a4936deaf955aa;rr_9c40795c5beef2c4","_source_workflows/methods-landscape-review/provenance.md","PASS","Preserve benchmark comparison, regime-conditional recommendations, and citation verification; do not port GenerateImage or branded PDF orchestration."
"microbiome-analysis","microbiome-analysis","02_normalized/microbiome-analysis.yaml","microbiome-functional-analysis","","_source_workflows/microbiome-analysis/WORKFLOW.md","microbiome-functional-analysis/references/source_workflows/microbiome-analysis/WORKFLOW.md","rr_9391adbfde83962c;rr_c5a89363a3a837d8;rr_f7cfc8e3bbdc4b3e;rr_4e7b5a13f94f21d4;rr_996168972fe3a7b8;rr_33004bc5bce0b637;rr_0d5f5dad49f3aa03;rr_2cde60f1489a6c6c;rr_008fb590e2cb2de5;rr_eb939f51701d252c;rr_4065d55f4bed5014;rr_d99f05f498142f3a;rr_69c6e4f7ac9eb675;rr_20af5f57c25ed51a;rr_324df3757689e64e;rr_828a3dfd69d2fb59;rr_a728d77f2202a7c3;rr_32a338ae79d4e363;rr_8ca63df5d6737e9d;rr_de73a6f5980c2857;rr_c8a494b2f458c9b8;rr_d302ec2f26b9bfb7","_source_workflows/microbiome-analysis/provenance.md","PASS","Keep amplicon compositionality, diversity, differential-abundance consensus, and predicted-function uncertainty; avoid overclaiming host interpretation."
"microplate-layout-design","microplate-layout-design","02_normalized/microplate-layout-design.yaml","experimental-design-and-plate-layout","","_source_workflows/microplate-layout-design/WORKFLOW.md","experimental-design-and-plate-layout/references/source_workflows/microplate-layout-design/WORKFLOW.md","rr_5ffd721de239824e;rr_7a28d462bb64fb1d;rr_81351fec0dd2d5ee;rr_edbbceb59b8ff47b;rr_29fd4402e569eeea;rr_cb3548961efe1e7b;rr_a6c58ad9a3a8f073;rr_e86226cbc548dfd5;rr_0f351aa1a33d0d30;rr_62138e9226cb4ee2;rr_f3a4936deaf955aa;rr_9c40795c5beef2c4;rr_e623901f1dfcf95c;rr_33932e0b88956593;rr_65b8f1378efd3040;rr_70e2dd7e084ea3ec;rr_b3913b3076e8c9c3;rr_39184bc85edf8b49;rr_8db715ce7dbe586f","_source_workflows/microplate-layout-design/provenance.md","PASS","Preserve randomization, edge-effect mitigation, balance, and covariate constraints as a specialized plate-layout mode."
"molecular-property-admet","molecular-property-admet","02_normalized/molecular-property-admet.yaml","small-molecule-modeling-and-safety","","_source_workflows/molecular-property-admet/WORKFLOW.md","small-molecule-modeling-and-safety/references/source_workflows/molecular-property-admet/WORKFLOW.md","rr_95a6dd57ea90d518;rr_7f705bf67ffd73c1;rr_6cce0f1364e25ddf;rr_aa9de1c3e2e51274;rr_0e510cea0ef604a0;rr_1fd4e93e806a4c7a;rr_44aa278999aa68ec;rr_2491c341eff14f20;rr_806458b94ba25e08;rr_5d8529d3ad92c7ab;rr_178baeb270b10c13;rr_78609fcc8c7914c6;rr_8710bac9b55761af;rr_665edbde6fc3cd1c;rr_d2c8df897725078b;rr_f48c55f08412b6c6;rr_af381e2795322d05;rr_fe870c90ceecfa70","_source_workflows/molecular-property-admet/provenance.md","PASS","Keep SMILES normalization, descriptor/property prediction, structural alerts, and small-molecule-only scope distinct from labelled assay modeling."
"multi-omics-integration","multi-omics-integration","02_normalized/multi-omics-integration.yaml","multi-omics-integration","","_source_workflows/multi-omics-integration/WORKFLOW.md","multi-omics-integration/references/source_workflows/multi-omics-integration/WORKFLOW.md","rr_701c7432cc435e2e;rr_be2f20c0b2e2cc10;rr_b6e8fe811cc71411;rr_168be771db70bfdc;rr_14d87a203624be0c;rr_a52ba8c533a68967;rr_53d91093139c15e6;rr_e5eee8a085e60a52;rr_133070ab4f544c1e;rr_5c443cd6e2004110;rr_c8a494b2f458c9b8;rr_9c40795c5beef2c4;rr_77b4f130e7222be2;rr_e67988bf391aceea;rr_c50aaccbb6322ac4;rr_05511b62ca7c332a;rr_e7e4458f66082dd1","_source_workflows/multi-omics-integration/provenance.md","PASS","Preserve layer alignment, latent factors, variance decomposition, and factor interpretation; MOFA+ is an optional implementation."
"off-target-safety-pharmacology","off-target-safety-pharmacology","02_normalized/off-target-safety-pharmacology.yaml","small-molecule-modeling-and-safety","","_source_workflows/off-target-safety-pharmacology/WORKFLOW.md","small-molecule-modeling-and-safety/references/source_workflows/off-target-safety-pharmacology/WORKFLOW.md","rr_de1fa4a4e43d1fa4;rr_065192d732b98e7c;rr_7ae1dcfa79a3ac35;rr_7f705bf67ffd73c1;rr_4c614380f308b8e4;rr_1e978295e3042f84;rr_806458b94ba25e08;rr_5d8529d3ad92c7ab;rr_0d8a4ec7c0d18e90;rr_6aba97b6dceeffd7;rr_178baeb270b10c13;rr_d2c8df897725078b;rr_39c264780f6359ac","_source_workflows/off-target-safety-pharmacology/provenance.md","PASS","Keep predicted versus measured off-target evidence, data-sufficiency gates, and primary/off-target separation distinct from generic ADMET."
"omics-dataset-retrieval","omics-dataset-retrieval","02_normalized/omics-dataset-retrieval.yaml","omics-dataset-discovery","","_source_workflows/omics-dataset-retrieval/WORKFLOW.md","omics-dataset-discovery/references/source_workflows/omics-dataset-retrieval/WORKFLOW.md","rr_0db097987c8e2d99;rr_81c5ecf1f8d7b90e;rr_6982daee2cd6ba46;rr_00d664cec5b6a6c1;rr_88798c77a63271d1;rr_58e1e48487992041;rr_20a65393080db2eb;rr_df671de135bdd8bf;rr_c4ca1299c72835a3;rr_ea01e7fd4dee8900;rr_016cdad645fc98d3;rr_b979605fb64ec34a;rr_fb75895c8aa34edd;rr_fa0a9975544d42bd;rr_2bf6515b27e852f9;rr_b5eff7fb04df1e98;rr_d62016478d3b1690;rr_ff0eb71971de1eaa;rr_30404e98489964bc;rr_806bf5363c39fb26;rr_56d2adae6cd6e9df;rr_ef70dec98bdfcdb6;rr_02aa9baf0345362b;rr_605495c14739aba7;rr_db427e595511e267;rr_1b7ed987f668a10c;rr_d9a4f0de0700b7eb;rr_cba693c6f810e089;rr_c4c7a867d0096226;rr_178baeb270b10c13;rr_41025f4e8b148cd7;rr_b795d40dc995bb72;rr_665edbde6fc3cd1c;rr_10754bcee0094ddc;rr_6e925186673f01a8;rr_7dea48e31aa8a6f3","_source_workflows/omics-dataset-retrieval/provenance.md","PASS","Preserve repository coverage, catalog metadata, relevance audit, access status, and reproducible query provenance; no downstream analysis is implied."
"open-targets","open-targets","02_normalized/open-targets.yaml","target-evidence-and-tractability","","_source_workflows/open-targets/WORKFLOW.md","target-evidence-and-tractability/references/source_workflows/open-targets/WORKFLOW.md","rr_ba5bb83c15e5dad8;rr_c590640b3c21b6bd;rr_544900478b80a127;rr_6664e12a0241fa32;rr_eab0b7bb45705c35;rr_1cd8978f9c801055;rr_fd17dba06befc3c1;rr_9b2037f586bb3157;rr_806458b94ba25e08;rr_81374f2a82ece6c2;rr_f48c55f08412b6c6;rr_178baeb270b10c13;rr_275f07b7c065b8a3;rr_aa4218c4fbff60e4;rr_abbf99b8d8602a79","_source_workflows/open-targets/provenance.md","PASS","Map Open Targets queries to a portable evidence-retrieval mode; preserve release/version, evidence type, and citation fields; exclude Biomni pdf-report-generation calls, tool IDs, and branded packaging."
"pcr-primer-design","pcr-primer-design","02_normalized/pcr-primer-design.yaml","sequence-and-assay-design","","_source_workflows/pcr-primer-design/WORKFLOW.md","sequence-and-assay-design/references/source_workflows/pcr-primer-design/WORKFLOW.md","rr_404f960c618ed04b;rr_282e536bac6ab7f8;rr_d7f43d2b8c2547b7;rr_af3eba2e5730373b;rr_739a024d729a028a;rr_9328ecf2e1b3a66b;rr_6adaa954ebfa1694;rr_7c8003f71ae167a2;rr_a61157fe25e71dcd;rr_6c65403cb4a78a92;rr_f1195c3038f66684;rr_7015418ef29fadf4;rr_0fde0898fc1f5a5a;rr_665edbde6fc3cd1c;rr_178baeb270b10c13;rr_f48c55f08412b6c6;rr_5a968aec7cfbd11b;rr_965f80fb9c57fc26;rr_ae5d2965f1c73447;rr_b0e5fabec16b40c3;rr_eb05cbc9afbee09d;rr_bff32c47bc794148;rr_1e341e2eaf53c1b1;rr_abbf99b8d8602a79","_source_workflows/pcr-primer-design/provenance.md","PASS","Consolidate sequence-assay design at the portfolio level but retain primer-specific thermodynamics, specificity, and amplicon checks; exclude Biomni pdf-report-generation routing and branded packaging."
"pharmacovigilance-ae-signal-detection","pharmacovigilance-ae-signal-detection","02_normalized/pharmacovigilance-ae-signal-detection.yaml","pharmacovigilance-signal-detection","","_source_workflows/pharmacovigilance-ae-signal-detection/WORKFLOW.md","pharmacovigilance-signal-detection/references/source_workflows/pharmacovigilance-ae-signal-detection/WORKFLOW.md","rr_db606433dd34ae39;rr_8984c786242259eb;rr_0cd80cefdbb36443;rr_9557f29e64a1ce14;rr_b18dda3cd61625c8;rr_fb9cfeace254c03e;rr_e8ac711c6926246a;rr_6449ed79528f1680;rr_b7fb3195e1f23bad;rr_8fb7d9a0e2ca74c4;rr_6f752ecbeae700bf;rr_1cd8978f9c801055;rr_178baeb270b10c13;rr_78609fcc8c7914c6;rr_18c50dad9eca9c93;rr_980072f6e7547905;rr_f48c55f08412b6c6;rr_665edbde6fc3cd1c;rr_ae5d2965f1c73447;rr_c625bc4be2dc2ab7;rr_a4e628b2aa1496d8;rr_25bc8e12cb3a7e37;rr_b01b20f1581d0378;rr_efe1eebfa737c317;rr_29a1799d951c5d7b;rr_a0fc51e8037bbcdd;rr_5f8e99eeb3ecc828;rr_ba275acd6d514d0d","_source_workflows/pharmacovigilance-ae-signal-detection/provenance.md","PASS","Preserve disproportionality statistics, FDR, label comparison, MedDRA mapping, and reporting-artifact controls; signals are not causal incidence estimates; exclude GenerateImage and Biomni branded-report orchestration."
"phylo-create-skill","phylo-create-skill","02_normalized/phylo-create-skill.yaml","portable-skill-authoring","","_source_workflows/phylo-create-skill/WORKFLOW.md","portable-skill-authoring/references/source_workflows/phylo-create-skill/WORKFLOW.md","rr_7bcba92e59fd0609;rr_f8793421f1b10068;rr_249ee1d93b6450a0;rr_4eb5cf4a44bc8927;rr_9abea03a722f3fda;rr_46b2dcb0234708bc;rr_fc65fe3fccc56254;rr_5b4465042dd0cd55;rr_ab46658d8f557cff","_source_workflows/phylo-create-skill/provenance.md","PASS","Exclude Biomni/Phylo skill creation, packaging, branding, and platform APIs; map only to portable specification, testing, documentation, and provenance requirements."
"pkpd-pharmacometrics","pkpd-pharmacometrics","02_normalized/pkpd-pharmacometrics.yaml","pkpd-modeling","","_source_workflows/pkpd-pharmacometrics/WORKFLOW.md","pkpd-modeling/references/source_workflows/pkpd-pharmacometrics/WORKFLOW.md","rr_0b1e552f0910b491;rr_a3e05bf7b7653477;rr_5624a48bbedb95b3;rr_3c9c35990e4bb10f;rr_162d05904d3a8e89;rr_d527865d18f5b021;rr_e27731e8dd65e364;rr_c65d196882376e8b;rr_1467782cb6a8c25f;rr_4ed6caf7221225da;rr_d1fe7be615dc4bb8;rr_b01b20f1581d0378;rr_abbf99b8d8602a79;rr_06ae20021c8bdbb7;rr_87f0b5c606169767;rr_c8763daa0feddd20;rr_9d2f80d32091d721","_source_workflows/pkpd-pharmacometrics/provenance.md","PASS","Preserve concentration-time schemas, model diagnostics, VPC, exposure-response, and explicit target-window sourcing; no clinical dosing advice; exclude Biomni pdf-report-generation and branded packaging."
"polygenic-risk-score-prs-catalog","polygenic-risk-score-prs-catalog","02_normalized/polygenic-risk-score-prs-catalog.yaml","genetic-causal-and-risk-analysis","","_source_workflows/polygenic-risk-score-prs-catalog/WORKFLOW.md","genetic-causal-and-risk-analysis/references/source_workflows/polygenic-risk-score-prs-catalog/WORKFLOW.md","rr_948aae13efecedf0;rr_643650ceeedd3919;rr_d5bda41934774c76;rr_fb4b59e4a44b36c1;rr_3f590fd0a7e772f8;rr_44dc15f0c606e6eb;rr_5c6d86a52ea80e04;rr_07ab965f6d0e9604;rr_b0e2eea08100f3a1;rr_95d0e2e781dcf6e9;rr_1467782cb6a8c25f;rr_7fcab1ffb8b5ac4f;rr_01467917df7b6274;rr_a6e9ff86f4219119;rr_2344d68362022532;rr_24af7177c03e868e;rr_abbf99b8d8602a79;rr_d6736d2e3c56e016;rr_4d34ff550bf09740","_source_workflows/polygenic-risk-score-prs-catalog/provenance.md","PASS","Keep score weights, ancestry/population alignment, calibration, and interpretation distinct from causal effect estimation; exclude Biomni pdf-report-generation and branded packaging."
"pooled-crispr-screens","pooled-crispr-screens","02_normalized/pooled-crispr-screens.yaml","functional-genomics-perturbation-analysis","","_source_workflows/pooled-crispr-screens/WORKFLOW.md","functional-genomics-perturbation-analysis/references/source_workflows/pooled-crispr-screens/WORKFLOW.md","rr_59fc2bb7d04ddd6a;rr_ccd870c121549384;rr_a6623463e8b44ae9;rr_2a4a489ddaa02337;rr_4b4fa64db0ea99cb;rr_274f6ad51aeb70f8;rr_79522b1ce7e1f4d3;rr_09c420e41332986a;rr_d4bbf183d34fba1b;rr_6aba97b6dceeffd7;rr_5a15ae9290e2ae11;rr_c9e835f6d9fccde6;rr_42bc4f5de0dd382f;rr_96a2486bca14d066;rr_e65dbccc5ca1e50f;rr_83365e687097b5e7;rr_ac8fb4fafbffb74e;rr_cc60e3018db2d07b;rr_70fc973e0c41bcfc;rr_f5b0bb66773f287a;rr_bdb126daa3d8d506","_source_workflows/pooled-crispr-screens/provenance.md","PASS","Preserve guide/readout design, screen QC, effect estimation, and replicate structure; do not merge with model-based virtual-cell prediction."
"protein-structure-prediction","protein-structure-prediction","02_normalized/protein-structure-prediction.yaml","molecular-design-and-structure","","_source_workflows/protein-structure-prediction/WORKFLOW.md","molecular-design-and-structure/references/source_workflows/protein-structure-prediction/WORKFLOW.md","rr_d2873a835f39c1f6;rr_75a8f27f324e2caa;rr_ae2c91e2cbd147a1;rr_d7c26e6edc13d5c3;rr_b88fffef70a06f6c;rr_6bbc935091659ecd;rr_b1a3628a2fa8cecc;rr_b2616968cae96957;rr_66e05683356bf73d;rr_b6be29004ee14db4;rr_05b204abaf4052d3;rr_4c8f82c9fa8d5d63;rr_99e986ba87c692d4;rr_26cf028e225fc26b;rr_bca22cad09d0cee5;rr_e6f2a2cc49c51902;rr_6c82165ad0d59ef0;rr_8c87ea0cbd9b0192;rr_03384c8f2b611b89;rr_bc6401e99eff0b42","_source_workflows/protein-structure-prediction/provenance.md","PASS","Keep sequence-to-structure prediction, confidence bands, domain mapping, and optional method comparison distinct from binder design."
"proteomics-diff-exp","proteomics-diff-exp","02_normalized/proteomics-diff-exp.yaml","proteomics-differential-analysis","","_source_workflows/proteomics-diff-exp/WORKFLOW.md","proteomics-differential-analysis/references/source_workflows/proteomics-diff-exp/WORKFLOW.md","rr_13ac9cea76170a1e;rr_050b45df914c27f3;rr_1532aa0190a3018e;rr_a59c64965708c03a;rr_35b3899e625512cc;rr_69170c6aae876c9b;rr_7a50dd7d85c224fe;rr_66d654f7aba59088;rr_80550150e807f766;rr_f3a4936deaf955aa;rr_9c40795c5beef2c4;rr_03b6f0ca22cc5563;rr_c8a494b2f458c9b8;rr_77b4f130e7222be2;rr_967681c6238f3918;rr_9ff0dfc885fcb1e2;rr_75f9beb4daf6a6e9;rr_33b7bc37e29aea5d;rr_b565ceb1bed3bfb0;rr_e454cdea371d4d70;rr_0154d8cebed67248;rr_abbf99b8d8602a79;rr_9c156832df82ce73;rr_a8471a79a7914612","_source_workflows/proteomics-diff-exp/provenance.md","PASS","Preserve PSM-aware variance, protein-level contrasts, normalization, and multiple-testing assumptions; limma/DEqMS are adapters; exclude Biomni pdf-report-generation, packaged-script paths, and branded packaging."
"real-world-evidence","real-world-evidence","02_normalized/real-world-evidence.yaml","real-world-evidence-analysis","","_source_workflows/real-world-evidence/WORKFLOW.md","real-world-evidence-analysis/references/source_workflows/real-world-evidence/WORKFLOW.md","rr_2b658894d5d4df44;rr_5c4ee0f638479bae;rr_409aa9b6a69cda4c;rr_ab511db13dc87720;rr_95d0e2e781dcf6e9;rr_174e67d08b009156;rr_f3a4936deaf955aa;rr_5fd734c7de5899d4","_source_workflows/real-world-evidence/provenance.md","PASS","Preserve cohort definition, structured EHR/claims provenance, Table 1, survival estimands, EPV gates, and dataset-specific configuration."
"rnaseq-fastq-to-counts","rnaseq-fastq-to-counts","02_normalized/rnaseq-fastq-to-counts.yaml","bulk-rna-and-omics-analysis","","_source_workflows/rnaseq-fastq-to-counts/WORKFLOW.md","bulk-rna-and-omics-analysis/references/source_workflows/rnaseq-fastq-to-counts/WORKFLOW.md","rr_c8580edbbaad58ad;rr_97f05eb5fe3ea4d1;rr_58eb0338f4335dfe;rr_6271ff79c623d4f4;rr_ec2c9dff0cb1a776;rr_c9b25374cd581dd2;rr_8a1eeef9e6869b22;rr_8503e4978420b0fa;rr_fd76f4313668ac71;rr_8a7a79093107ed07","_source_workflows/rnaseq-fastq-to-counts/provenance.md","PASS","Keep raw-read QC, strandedness, alignment/quasi-mapping, reference version, and count readiness upstream of DE."
"scatac-multiome-analysis","scatac-multiome-analysis","02_normalized/scatac-multiome-analysis.yaml","chromatin-and-epigenomic-analysis","","_source_workflows/scatac-multiome-analysis/WORKFLOW.md","chromatin-and-epigenomic-analysis/references/source_workflows/scatac-multiome-analysis/WORKFLOW.md","rr_b2492bfa090a7ef6;rr_2b935ceb6b0c2229;rr_db1d81df1ef89cc9;rr_4311b989dc04833f;rr_d1f563deccf3d66b;rr_af414d8d4eff5eed;rr_8384336387e4857b;rr_198c24fdfddaa2e0;rr_f3f633986e80d219","_source_workflows/scatac-multiome-analysis/provenance.md","PASS","Consolidate with chromatin analysis but retain scATAC-specific fragment QC, TSS/nucleosome/FRiP metrics, LSI, peak calling, and annotation."
"scrna-disease-drug-discovery","scrna-disease-drug-discovery","02_normalized/scrna-disease-drug-discovery.yaml","single-cell-rna-seq-analysis","","_source_workflows/scrna-disease-drug-discovery/WORKFLOW.md","single-cell-rna-seq-analysis/references/source_workflows/scrna-disease-drug-discovery/WORKFLOW.md","rr_076dd88ccdae5774;rr_7a11ed62e6e65a30;rr_360f68eacfa510d7;rr_f110aa187bc159dd;rr_68cf2c6ee6caf3de;rr_e112dd3c68e2f5e0;rr_09c420e41332986a;rr_0227d39e27cec7e1;rr_d193957023178821;rr_bb913bba27dc4b84","_source_workflows/scrna-disease-drug-discovery/provenance.md","PASS","Keep scRNA disease analysis and genetic-evidence integration as a target-prioritization mode, not a generic cell atlas summary."
"scrna-trajectory-inference","scrna-trajectory-inference","02_normalized/scrna-trajectory-inference.yaml","single-cell-rna-seq-analysis","","_source_workflows/scrna-trajectory-inference/WORKFLOW.md","single-cell-rna-seq-analysis/references/source_workflows/scrna-trajectory-inference/WORKFLOW.md","rr_28575fec5bcfb4ab;rr_9e73d9505ac23280;rr_08cc481d1b2c75f7;rr_09c420e41332986a;rr_8fe6d31c89d686a3;rr_89a306d4509dff5b;rr_4b314561cb412cbc;rr_2b299949b3fa68ef;rr_b0fbc2030a5d0aa1","_source_workflows/scrna-trajectory-inference/provenance.md","PASS","Preserve pseudotime, velocity, fate probabilities, root choice, and trajectory uncertainty as a distinct route within the scRNA skill."
"scrnaseq-scanpy-core-analysis","scrnaseq-scanpy-core-analysis","02_normalized/scrnaseq-scanpy-core-analysis.yaml","single-cell-rna-seq-analysis","","_source_workflows/scrnaseq-scanpy-core-analysis/WORKFLOW.md","single-cell-rna-seq-analysis/references/source_workflows/scrnaseq-scanpy-core-analysis/WORKFLOW.md","rr_540ffcc60b62d741;rr_0060dc39ee07ca44;rr_7e33af66522bc500;rr_063ec900fce6482b;rr_9eb689cc6f292946;rr_491af9f1229b9aa7;rr_379ab3b524dc4975;rr_d39a138943e83e9a","_source_workflows/scrnaseq-scanpy-core-analysis/provenance.md","PASS","Consolidate with Seurat under a framework-neutral scRNA contract; retain Scanpy as an optional implementation adapter."
"scrnaseq-seurat-core-analysis","scrnaseq-seurat-core-analysis","02_normalized/scrnaseq-seurat-core-analysis.yaml","single-cell-rna-seq-analysis","","_source_workflows/scrnaseq-seurat-core-analysis/WORKFLOW.md","single-cell-rna-seq-analysis/references/source_workflows/scrnaseq-seurat-core-analysis/WORKFLOW.md","rr_699e7305b308861b;rr_8ee969106d66a56a;rr_7e53b8edb3f2125b;rr_7dadc66200d982df;rr_57aa6a24693fe13a;rr_ae8537b323692784;rr_174399f6317a39a7;rr_8a7a79093107ed07;rr_3a5322f8dd5b3ed0","_source_workflows/scrnaseq-seurat-core-analysis/provenance.md","PASS","Consolidate with Scanpy under the same framework-neutral contract; preserve Seurat-specific implementation notes only as optional adapters."
"sgrna-design","sgrna-design","02_normalized/sgrna-design.yaml","sequence-and-assay-design","","_source_workflows/sgrna-design/WORKFLOW.md","sequence-and-assay-design/references/source_workflows/sgrna-design/WORKFLOW.md","rr_860e118a4379f28e;rr_4d3543687abf39b7;rr_7a9e9a1e51babb56;rr_9194ecc904e4151a;rr_8070f7289fd51d3a;rr_7532fcd18b5551fa;rr_0c2fa5ccefc5cae0","_source_workflows/sgrna-design/provenance.md","PASS","Keep CRISPR guide retrieval/design distinct from PCR primers; prioritize validated guides and disclose prediction, genome, nuclease, and off-target assumptions."
"signature-response-enrichment","signature-response-enrichment","02_normalized/signature-response-enrichment.yaml","biomarker-and-signature-analysis","","_source_workflows/signature-response-enrichment/WORKFLOW.md","biomarker-and-signature-analysis/references/source_workflows/signature-response-enrichment/WORKFLOW.md","rr_1cc316d93314d138;rr_ae11a9540281ea67;rr_93704e1f0c495388;rr_ff0eb71971de1eaa;rr_6966cc025f7a62b4;rr_6bbd0513b1ac16db;rr_7a50dd7d85c224fe;rr_de49180956a9de1d","_source_workflows/signature-response-enrichment/provenance.md","PASS","Preserve treatment timepoints, change-from-baseline scoring, responder comparison, and independent-cohort replication as a response-signature mode."
"signature-reversal-lincs","signature-reversal-lincs","02_normalized/signature-reversal-lincs.yaml","drug-repurposing-from-signatures","","_source_workflows/signature-reversal-lincs/WORKFLOW.md","drug-repurposing-from-signatures/references/source_workflows/signature-reversal-lincs/WORKFLOW.md","rr_418db836bb2f96d3;rr_6bd1c81c0c7340e0;rr_de5a21c111540a97;rr_40f53a0b744cf7fb;rr_0c5cd85e984a45a9;rr_806458b94ba25e08;rr_eeeb26e3f45f34d1;rr_7d299005f244dfdd;rr_2428e5633fe662f5","_source_workflows/signature-reversal-lincs/provenance.md","PASS","Consolidate with indication expansion as a signature-reversal route; preserve mimic-versus-reverse semantics, controls, null model, and mechanism annotation."
"single-cell-census-query","single-cell-census-query","02_normalized/single-cell-census-query.yaml","single-cell-rna-seq-analysis","","_source_workflows/single-cell-census-query/WORKFLOW.md","single-cell-rna-seq-analysis/references/source_workflows/single-cell-census-query/WORKFLOW.md","rr_b1c2531817d2edcc;rr_9fae15649a2c3662;rr_13b9202c3c7a948c;rr_ad0cf995f0dbd3e1;rr_8a7a79093107ed07","_source_workflows/single-cell-census-query/provenance.md","PASS","Keep public atlas query and donor-level pseudobulk DE as a distinct data-access mode; CELLxGENE is an optional adapter."
